Vertices:
---------

Vertex 239: (0.205959, 0.579488, -1.44106, -0.976547, -0.21435, -0.020264, 0.731767, -0.68855)
Vertex 240: (0.356128, -0.104661, -1.44106, -0.976547, -0.21435, -0.020264, 0.717529, -0.688631)
Vertex 241: (0.203539, 0.507819, -0.801831, -0.975624, -0.218309, -0.02232, 0.73223, -0.729445)
Vertex 242: (0.356128, -0.176329, -0.780043, -0.975624, -0.218309, -0.02232, 0.717771, -0.730922)
Vertex 243: (-0.305322, -0.296094, -1.6084, 1, 0, 0, 0.780182, -0.677568)
Vertex 244: (-0.305322, -0.365916, -0.954351, 1, 0, 0, 0.78042, -0.719412)
Vertex 245: (3.6783, -0.185773, -2.50948, 0, -0.068112, -0.997678, 0.758321, -0.30141)
Vertex 246: (3.55357, 1.20239, -2.60425, 0, -0.068112, -0.997678, 0.757168, -0.549623)
Vertex 247: (3.55357, -0.185773, -2.50948, 0, -0.068112, -0.997678, 0.758321, -0.30141)
Vertex 248: (3.6783, 1.20239, -2.60425, 0, -0.068112, -0.997678, 0.757168, -0.549623)
Vertex 249: (3.6783, -0.197062, -2.36992, 0, -0.996744, -0.080627, 0.696424, -0.300613)
Vertex 250: (3.55357, -0.197062, -2.36992, 0, -0.996744, -0.080627, 0.696424, -0.300613)
Vertex 251: (3.6783, 1.18465, -2.47493, 0, 0.075782, 0.997124, 0.699814, -0.54837)
Vertex 252: (3.55357, 1.18465, -2.47493, 0, 0.075782, 0.997124, 0.699814, -0.54837)
Vertex 253: (3.67301, -0.276409, -1.55963, 0, -0.068241, -0.997669, 0.337055, -0.295011)
Vertex 254: (3.54829, 1.11598, -1.65487, 0, -0.068241, -0.997669, 0.336112, -0.543522)
Vertex 255: (3.54829, -0.276409, -1.55963, 0, -0.068241, -0.997669, 0.337055, -0.295011)
Vertex 256: (3.67301, 1.11598, -1.65487, 0, -0.068241, -0.997669, 0.336112, -0.543522)
